run,randomSeed,margin_perc_spread,firms_risk_premium,inn_exponent,perc_total_credit,months_of_income,prop_consume_wealth,information_dispersion,cons_risk_premium,res_wage_adjustment,rep_exponent,GdpGrowth.UnempRate
1174,-1858320088,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.04,1,0.29
1111,-1857715699,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.04,1.5,0.45
1133,-1857892127,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.1,0.5,0.43
1176,-1858185533,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.04,2,0.39
1178,-1858300252,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.07,1,0.43
1179,-1858310063,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.07,1.5,0.41
1180,-1858306620,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.07,2,0.49
1117,-1857699574,0.1,0.1,0.5,0.1,12,0.1,0.4,0.4,0.1,0.5,0.42
1139,-1857876486,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.01,1.5,0.42
1182,-1858166933,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.1,1,0.46
1184,-1858285839,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.1,2,0.54
1185,-1858297553,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.01,0.5,0.47
1186,-1858291745,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.01,1,0.45
1123,-1857684010,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.01,1.5,0.48
1145,-1857859578,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.07,0.5,0.3
1188,-1858151933,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.01,2,0.44
1190,-1858272661,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.04,1,0.48
1191,-1858282639,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.04,1.5,0.5
1192,-1858278531,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.04,2,0.51
1129,-1857666027,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.07,0.5,0.32
1151,-1857842786,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.1,1.5,0.51
1194,-1858135035,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.07,1,0.46
1196,-1858259083,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.07,2,0.31
1197,-1858269123,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.1,0.5,0.37
1198,-1858265676,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.1,1,0.34
1135,-1857646650,0.1,0.1,0.5,0.1,12,0.1,0.4,0.7,0.1,1.5,0.44
1157,-1857824411,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.04,0.5,0.45
1200,-1858116158,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.1,2,0.47
1202,-1858247479,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.01,1,0.65
1203,-1858255823,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.01,1.5,0.46
1204,-1858255529,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.01,2,0.46
1141,-1857627767,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.04,0.5,0.49
1163,-1857807255,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.07,1.5,0.45
1206,-1858097919,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.04,1,0.36
1208,-1858235402,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.04,2,0.47
1209,-1858242017,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.07,0.5,0.44
1210,-1858239842,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.07,1,0.4
1147,-1857609361,0.1,0.1,0.5,0.1,12,0.1,0.4,1,0.07,1.5,0.45
1169,-1857790886,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.01,0.5,0.42
1212,-1858080245,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.07,2,0.49
1214,-1858222347,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.1,1,0.39
1215,-1858227989,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.1,1.5,0.47
1216,-1858226159,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.1,2,0.51
1153,-1857591150,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.01,0.5,0.47
1175,-1857776086,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.04,1.5,0.46
1218,-1858064605,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.01,1,0.42
1220,-1858210981,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.01,2,0.51
1221,-1858213582,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.04,0.5,0.32
1222,-1858212619,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.04,1,0.41
1159,-1857571344,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.04,1.5,0.46
1181,-1857759099,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.1,0.5,0.42
1224,-1858049751,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.04,2,0.42
1226,-1858197657,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.07,1,0.35
1227,-1858199272,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.07,1.5,0.49
1228,-1858198476,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.07,2,0.44
1165,-1857552525,0.1,0.1,0.5,0.1,12,0.1,0.7,0.1,0.1,0.5,0.34
1187,-1857742449,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.01,1.5,0.43
1230,-1858033047,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.1,1,0.38
1232,-1858185397,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.1,2,0.49
1233,-1858187610,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.01,0.5,0.5
1234,-1858184352,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.01,1,0.45
1171,-1857533646,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.01,1.5,0.5
1193,-1857726618,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.07,0.5,0.46
1236,-1858016743,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.01,2,0.46
1238,-1858173330,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.04,1,0.49
1239,-1858174033,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.04,1.5,0.42
1240,-1858170269,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.04,2,0.48
1177,-1857515596,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.07,0.5,0.39
1199,-1857708804,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.1,1.5,0.47
1242,-1858000174,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.07,1,0.43
1244,-1858160590,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.07,2,0.43
1245,-1858160240,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.1,0.5,0.43
1246,-1858158756,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.1,1,0.37
1183,-1857496565,0.1,0.1,0.5,0.1,12,0.1,0.7,0.4,0.1,1.5,0.48
1205,-1857691389,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.04,0.5,0.4
1248,-1857983960,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.1,2,0.41
1250,-1858147403,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.01,1,0.44
1251,-1858146390,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.01,1.5,0.41
1252,-1858145736,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.01,2,0.37
1189,-1857480000,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.04,0.5,0.42
1211,-1857674727,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.07,1.5,0.45
1254,-1857965898,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.04,1,0.54
1256,-1858134087,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.04,2,0.49
1257,-1858132047,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.07,0.5,0.39
1258,-1858131548,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.07,1,0.48
1195,-1857461298,0.1,0.1,0.5,0.1,12,0.1,0.7,0.7,0.07,1.5,0.52
1217,-1857657082,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.01,0.5,0.45
1260,-1857950889,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.07,2,0.5
1262,-1858119788,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.1,1,0.33
1263,-1858117686,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.1,1.5,0.41
1264,-1858121315,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.1,2,0.43
1201,-1857442517,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.01,0.5,0.48
1223,-1857643682,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.04,1.5,0.48
1266,-1857938348,0.1,0.1,0.5,0.1,12,0.1,1,1,0.01,1,0.39
1268,-1858103941,0.1,0.1,0.5,0.1,12,0.1,1,1,0.01,2,0.54
1269,-1858103788,0.1,0.1,0.5,0.1,12,0.1,1,1,0.04,0.5,0.44
1270,-1858105596,0.1,0.1,0.5,0.1,12,0.1,1,1,0.04,1,0.44
1207,-1857426843,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.04,1.5,0.47
1229,-1857628225,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.1,0.5,0.42
1272,-1857921551,0.1,0.1,0.5,0.1,12,0.1,1,1,0.04,2,0.44
1274,-1858092341,0.1,0.1,0.5,0.1,12,0.1,1,1,0.07,1,0.48
1275,-1858091331,0.1,0.1,0.5,0.1,12,0.1,1,1,0.07,1.5,0.39
1276,-1858093008,0.1,0.1,0.5,0.1,12,0.1,1,1,0.07,2,0.48
1213,-1857409460,0.1,0.1,0.5,0.1,12,0.1,0.7,1,0.1,0.5,0.44
1235,-1857613806,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.01,1.5,0.41
1278,-1857905694,0.1,0.1,0.5,0.1,12,0.1,1,1,0.1,1,0.39
1280,-1858081034,0.1,0.1,0.5,0.1,12,0.1,1,1,0.1,2,0.47
1281,-1858076417,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.01,0.5,0.44
1282,-1858080673,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.01,1,0.52
1219,-1857391288,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.01,1.5,0.52
1241,-1857598422,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.07,0.5,0.42
1284,-1857889502,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.01,2,0.49
1286,-1858068320,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.04,1,0.54
1287,-1858061858,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.04,1.5,0.51
1288,-1858068446,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.04,2,0.47
1225,-1857372192,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.07,0.5,0.26
1247,-1857583556,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.1,1.5,0.45
1290,-1857872004,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.07,1,0.42
1292,-1858054228,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.07,2,0.47
1293,-1858049849,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.1,0.5,0.46
1294,-1858054297,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.1,1,0.44
1231,-1857354880,0.1,0.1,0.5,0.1,12,0.1,1,0.1,0.1,1.5,0.35
1253,-1857567699,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.04,0.5,0.33
1296,-1857856505,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.1,2,0.44
1298,-1858039359,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.01,1,0.39
1299,-1858036249,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.01,1.5,0.53
1300,-1858042115,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.01,2,0.44
1237,-1857336239,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.04,0.5,0.44
1259,-1857551716,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.07,1.5,0.53
1302,-1857839369,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.04,1,0.45
1304,-1858024737,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.04,2,0.52
1305,-1858022329,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.07,0.5,0.39
1306,-1858027860,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.07,1,0.43
1243,-1857320454,0.1,0.1,0.5,0.1,12,0.1,1,0.4,0.07,1.5,0.46
1265,-1857534351,0.1,0.1,0.5,0.1,12,0.1,1,1,0.01,0.5,0.39
1308,-1857822471,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.07,2,0.5
1310,-1858010709,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.1,1,0.38
1311,-1858008416,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.1,1.5,0.53
1312,-1858016346,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.1,2,0.48
1249,-1857301614,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.01,0.5,0.43
1271,-1857518458,0.1,0.1,0.5,0.1,12,0.1,1,1,0.04,1.5,0.48
1314,-1857805320,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.01,1,0.47
1316,-1857997369,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.01,2,0.52
1317,-1857994811,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.04,0.5,0.48
1318,-1858002861,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.04,1,0.37
1255,-1857283791,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.04,1.5,0.45
1277,-1857503412,0.1,0.1,0.5,0.1,12,0.1,1,1,0.1,0.5,0.36
1320,-1857790097,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.04,2,0.44
1322,-1857982887,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.07,1,0.51
1323,-1857981680,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.07,1.5,0.39
1324,-1857989002,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.07,2,0.51
1261,-1857266159,0.1,0.1,0.5,0.1,12,0.1,1,0.7,0.1,0.5,0.33
1283,-1857483714,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.01,1.5,0.38
1326,-1857773367,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.1,1,0.39
1328,-1857965699,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.1,2,0.52
1329,-1857967245,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.01,0.5,0.48
1330,-1857973331,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.01,1,0.42
1267,-1857247589,0.1,0.1,0.5,0.1,12,0.1,1,1,0.01,1.5,0.38
1289,-1857466188,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.07,0.5,0.48
1332,-1857757403,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.01,2,0.51
1334,-1857952015,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.04,1,0.48
1335,-1857955376,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.04,1.5,0.53
1336,-1857958683,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.04,2,0.55
1273,-1857230190,0.1,0.1,0.5,0.1,12,0.1,1,1,0.07,0.5,0.37
1295,-1857449635,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.1,1.5,0.51
1338,-1857739330,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.07,1,0.5
1340,-1857937576,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.07,2,0.38
1341,-1857940175,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.1,0.5,0.49
1342,-1857943705,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.1,1,0.44
1279,-1857211619,0.1,0.1,0.5,0.1,12,0.1,1,1,0.1,1.5,0.49
1301,-1857432523,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.04,0.5,0.44
1344,-1857720162,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.1,2,0.39
1346,-1857925251,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.01,1,0.43
1347,-1857924928,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.01,1.5,0.45
1348,-1857930194,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.01,2,0.45
1285,-1857192964,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.04,0.5,0.4
1307,-1857414412,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.07,1.5,0.51
1350,-1857703128,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.04,1,0.3
1352,-1857910739,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.04,2,0.51
1353,-1857911566,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.07,0.5,0.4
1354,-1857915843,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.07,1,0.44
1291,-1857175903,0.1,0.1,0.5,0.1,12,0.4,0.1,0.1,0.07,1.5,0.47
1313,-1857396351,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.01,0.5,0.41
1356,-1857687039,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.07,2,0.51
1358,-1857895921,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.1,1,0.49
1359,-1857897902,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.1,1.5,0.5
1360,-1857901795,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.1,2,0.46
1297,-1857157614,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.01,0.5,0.42
1319,-1857379892,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.04,1.5,0.54
1362,-1857669508,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.01,1,0.44
1364,-1857883285,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.01,2,0.47
1365,-1857883679,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.04,0.5,0.45
1366,-1857887668,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.04,1,0.47
1303,-1857139551,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.04,1.5,0.5
1325,-1857363370,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.1,0.5,0.36
1368,-1857651069,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.04,2,0.49
1370,-1857868545,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.07,1,0.47
1371,-1857869361,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.07,1.5,0.48
1372,-1857872314,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.07,2,0.47
1309,-1857123128,0.1,0.1,0.5,0.1,12,0.4,0.1,0.4,0.1,0.5,0.26
1331,-1857346171,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.01,1.5,0.48
1374,-1857632771,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.1,1,0.51
1376,-1857853742,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.1,2,0.45
1377,-1857854973,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.01,0.5,0.43
1378,-1857858904,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.01,1,0.44
1315,-1857105705,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.01,1.5,0.52
1337,-1857331093,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.07,0.5,0.42
1380,-1857615986,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.01,2,0.43
1382,-1857840412,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.04,1,0.48
1383,-1857841988,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.04,1.5,0.49
1384,-1857845873,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.04,2,0.46
1321,-1857087139,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.07,0.5,0.48
1343,-1857313899,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.1,1.5,0.49
1386,-1857599994,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.07,1,0.38
1388,-1857827803,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.07,2,0.33
1389,-1857829126,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.1,0.5,0.47
1390,-1857832549,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.1,1,0.42
1327,-1857068404,0.1,0.1,0.5,0.1,12,0.4,0.1,0.7,0.1,1.5,0.46
1349,-1857297282,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.04,0.5,0.5
1392,-1857581268,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.1,2,0.38
1394,-1857812977,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.01,1,0.51
1395,-1857815553,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.01,1.5,0.49
1396,-1857819585,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.01,2,0.47
1333,-1857049542,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.04,0.5,0.47
1355,-1857280703,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.07,1.5,0.51
1398,-1857565691,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.04,1,0.47
1400,-1857798086,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.04,2,0.41
1401,-1857801593,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.07,0.5,0.46
1402,-1857807249,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.07,1,0.48
1339,-1857031991,0.1,0.1,0.5,0.1,12,0.4,0.1,1,0.07,1.5,0.52
1361,-1857264826,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.01,0.5,0.39
1404,-1857549437,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.07,2,0.52
1406,-1857784601,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.1,1,0.57
1407,-1857786186,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.1,1.5,0.5
1408,-1857795280,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.1,2,0.44
1345,-1857013364,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.01,0.5,0.36
1367,-1857248303,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.04,1.5,0.46
1410,-1857531388,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.01,1,0.42
1412,-1857769749,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.01,2,0.34
1413,-1857773220,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.04,0.5,0.36
1414,-1857780688,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.04,1,0.44
1351,-1856995156,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.04,1.5,0.4
1373,-1857232186,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.1,0.5,0.22
1416,-1857515800,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.04,2,0.51
1418,-1857756598,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.07,1,0.43
1419,-1857759514,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.07,1.5,0.43
1420,-1857766476,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.07,2,0.49
1357,-1856976260,0.1,0.1,0.5,0.1,12,0.4,0.4,0.1,0.1,0.5,0.29
1379,-1857217481,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.01,1.5,0.49
1422,-1857499330,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.1,1,0.41
1424,-1857745439,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.1,2,0.39
1425,-1857745373,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.01,0.5,0.49
1426,-1857753161,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.01,1,0.47
1363,-1856959522,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.01,1.5,0.4
1385,-1857200089,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.07,0.5,0.38
1428,-1857483540,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.01,2,0.45
1430,-1857732247,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.04,1,0.46
1431,-1857732963,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.04,1.5,0.56
1432,-1857740413,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.04,2,0.57
1369,-1856943520,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.07,0.5,0.37
1391,-1857184859,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.1,1.5,0.46
1434,-1857465759,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.07,1,0.44
1436,-1857716804,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.07,2,0.44
1437,-1857717794,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.1,0.5,0.33
1438,-1857725715,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.1,1,0.39
1375,-1856925178,0.1,0.1,0.5,0.1,12,0.4,0.4,0.4,0.1,1.5,0.49
1397,-1857167219,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.04,0.5,0.44
1440,-1857448439,0.1,0.1,0.5,0.1,12,0.4,0.7,0.4,0.1,2,0.51
1442,-1857702639,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.01,1,0.48
1443,-1857703373,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.01,1.5,0.51
1444,-1857711854,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.01,2,0.5
1381,-1856907093,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.04,0.5,0.41
1403,-1857150379,0.1,0.1,0.5,0.1,12,0.4,0.4,1,0.07,1.5,0.41
1446,-1857431525,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.04,1,0.48
1448,-1857688447,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.04,2,0.39
1449,-1857689595,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.07,0.5,0.4
1450,-1857699792,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.07,1,0.49
1387,-1856889672,0.1,0.1,0.5,0.1,12,0.4,0.4,0.7,0.07,1.5,0.51
1409,-1857132825,0.1,0.1,0.5,0.1,12,0.4,0.7,0.1,0.01,0.5,0.36
1452,-1857413442,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.07,2,0.48
1454,-1857674478,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.1,1,0.51
1455,-1857676234,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.1,1.5,0.5
1456,-1857686912,0.1,0.1,0.5,0.1,12,0.4,0.7,0.7,0.1,2,0.43
